,location,total_sqft,bath,price,bhk
2483,Green Glen Layout,1751.0,3.0,115.0,3
2484,Green Glen Layout,1750.0,3.0,105.0,3
2485,Green Glen Layout,1885.0,3.0,135.0,3
2486,Green Glen Layout,1715.0,3.0,120.0,3
2487,Green Glen Layout,1623.29,2.0,105.0,3
2488,Green Glen Layout,1715.0,3.0,115.0,3
2489,Green Glen Layout,1715.0,3.0,105.0,3
2490,Green Glen Layout,1600.0,3.0,105.0,3
2491,Green Glen Layout,1717.0,3.0,125.0,3
2492,Green Glen Layout,1250.0,2.0,75.0,2
2493,Green Glen Layout,1715.0,3.0,112.0,3
2494,Gubbalala,1470.0,2.0,82.0,3
2495,Gubbalala,1745.0,3.0,104.0,3
2496,Gubbalala,1745.0,3.0,115.0,3
2497,Gubbalala,1745.0,3.0,110.0,3
2498,Gubbalala,1650.0,3.0,71.0,3
2499,Gubbalala,2570.0,4.0,141.0,5
2500,Gubbalala,1205.0,2.0,70.0,2
2501,Gubbalala,1435.0,2.0,80.0,3
2502,Gubbalala,1475.0,2.0,80.0,2
2504,Gubbalala,1100.0,2.0,49.5,2
2505,Gubbalala,1060.0,2.0,46.0,2
2506,Gubbalala,2000.0,3.0,125.0,3
2508,Gunjur,1140.0,2.0,43.0,2
2509,Gunjur,1356.0,2.0,66.0,3
2510,Gunjur,1600.0,3.0,75.0,3
2511,Gunjur,2000.0,3.0,95.0,4
2512,Gunjur,1140.0,2.0,49.11,2
2513,Gunjur,1195.0,2.0,44.0,2
2514,Gunjur,1190.0,2.0,40.0,2
2515,Gunjur,1457.0,2.0,60.0,2
2516,Gunjur,1080.0,2.0,41.0,2
2519,Gunjur,1175.0,2.0,43.48,2
2520,Gunjur,1362.0,3.0,62.63,3
2521,Gunjur,1071.0,2.0,51.0,2
2522,Gunjur,1063.0,2.0,40.0,2
2523,Gunjur,1235.0,2.0,52.76,2
2524,Gunjur,1362.0,3.0,62.63,3
2525,Gunjur,1362.0,3.0,62.63,3
2526,Gunjur,1588.0,2.0,90.0,3
2527,Gunjur,1235.0,2.0,44.5,2
2528,Gunjur,1457.0,2.0,60.0,2
2529,HAL 2nd Stage,1490.0,2.0,300.0,3
2530,HAL 2nd Stage,600.0,3.0,145.0,2
2531,HAL 2nd Stage,2700.0,3.0,500.0,3
2532,HAL 2nd Stage,2040.0,4.0,500.0,5
2533,HBR Layout,2800.0,2.0,200.0,3
2534,HBR Layout,1722.0,3.0,95.0,3
2535,HBR Layout,1200.0,4.0,120.0,4
2536,HBR Layout,1200.0,2.0,60.0,2
2537,HBR Layout,1004.0,2.0,49.0,2
2538,HBR Layout,1783.0,3.0,125.0,3
2539,HBR Layout,1656.0,3.0,90.0,3
2540,HBR Layout,1089.0,2.0,60.0,2
2541,HBR Layout,1700.0,3.0,110.0,3
2542,HBR Layout,1198.0,2.0,65.0,2
2543,HBR Layout,1200.0,4.0,115.0,4
2544,HBR Layout,1200.0,2.0,120.0,2
2545,HBR Layout,1832.0,3.0,160.0,3
2546,HRBR Layout,1374.0,2.0,95.0,2
2547,HRBR Layout,1440.0,2.0,98.0,2
2549,HRBR Layout,2800.0,3.0,250.0,3
2550,HRBR Layout,1210.0,2.0,75.0,2
2551,HRBR Layout,1265.0,2.0,78.0,2
2552,HRBR Layout,1170.0,2.0,75.0,2
2554,HRBR Layout,1900.0,3.0,90.0,4
2555,HRBR Layout,1625.0,3.0,120.0,3
2556,HRBR Layout,1301.0,2.0,120.0,2
2557,HRBR Layout,1145.0,2.0,68.5,2
2558,HRBR Layout,1300.0,2.0,90.0,2
2560,HSR Layout,1372.0,2.0,68.0,2
2562,HSR Layout,1475.0,3.0,75.0,3
2563,HSR Layout,1467.0,2.0,55.0,2
2564,HSR Layout,1140.0,2.0,46.0,2
2565,HSR Layout,1372.0,2.0,61.0,2
2566,HSR Layout,1750.0,3.0,95.0,3
2568,HSR Layout,1027.0,2.0,44.0,2
2569,HSR Layout,1650.0,3.0,110.0,3
2570,HSR Layout,1140.0,2.0,46.0,2
2571,HSR Layout,1372.0,2.0,61.0,2
2572,HSR Layout,1140.0,2.0,46.0,2
2573,HSR Layout,1185.0,2.0,60.0,2
2574,HSR Layout,1127.0,2.0,68.0,2
2575,HSR Layout,1600.0,2.0,115.0,3
2576,HSR Layout,1145.0,2.0,48.0,2
2577,HSR Layout,1009.0,2.0,56.0,2
2578,HSR Layout,1300.0,2.0,98.0,2
2580,HSR Layout,1140.0,2.0,46.0,2
2581,HSR Layout,1126.0,2.0,69.0,2
2583,HSR Layout,1140.0,2.0,46.0,2
2584,HSR Layout,1145.0,2.0,46.0,2
2585,HSR Layout,1142.0,2.0,65.0,2
2586,HSR Layout,1145.0,2.0,46.0,2
2587,HSR Layout,1844.0,3.0,95.0,3
2588,HSR Layout,1203.0,2.0,72.0,2
2589,HSR Layout,1140.0,2.0,46.0,2
2590,HSR Layout,4200.0,5.0,245.0,5
2591,HSR Layout,1140.0,2.0,46.0,2
2592,HSR Layout,1145.0,2.0,46.0,2
2593,HSR Layout,1009.0,2.0,56.0,2
2594,HSR Layout,1145.0,2.0,46.0,2
2595,HSR Layout,1100.0,2.0,44.0,2
2596,HSR Layout,1203.0,2.0,60.0,2
2597,HSR Layout,1120.0,2.0,70.0,2
2598,HSR Layout,1140.0,2.0,46.0,2
2599,HSR Layout,1289.0,2.0,70.0,2
2600,HSR Layout,1844.0,3.0,89.0,3
2601,HSR Layout,1203.0,2.0,60.0,2
2602,HSR Layout,1140.0,2.0,46.0,2
2603,Haralur Road,1240.0,2.0,70.0,2
2604,Haralur Road,1027.0,2.0,44.0,2
2606,Haralur Road,2650.0,4.0,198.0,4
2608,Haralur Road,1194.0,2.0,47.0,2
2609,Haralur Road,1202.0,2.0,53.0,2
2610,Haralur Road,1056.0,2.0,61.0,2
2612,Haralur Road,1810.0,3.0,100.0,3
2613,Haralur Road,1194.0,2.0,46.0,2
2615,Haralur Road,1225.0,2.0,67.38,2
2616,Haralur Road,1243.0,2.0,46.0,2
2617,Haralur Road,1027.0,2.0,44.0,2
2618,Haralur Road,1920.0,3.0,115.0,3
2619,Haralur Road,1875.0,3.0,110.0,3
2620,Haralur Road,1194.0,2.0,47.0,2
2621,Haralur Road,1140.0,2.0,43.0,2
2622,Haralur Road,1027.0,2.0,44.0,2
2623,Haralur Road,1194.0,2.0,46.0,2
2624,Haralur Road,2017.0,3.0,125.0,3
2625,Haralur Road,1140.0,2.0,43.0,2
2626,Haralur Road,1875.0,3.0,110.0,3
2627,Haralur Road,1092.0,2.0,44.0,2
2628,Haralur Road,2475.0,4.0,130.0,3
2629,Haralur Road,1300.0,2.0,73.0,2
2630,Haralur Road,1194.0,2.0,47.0,2
2631,Haralur Road,1243.0,2.0,46.0,2
2632,Haralur Road,1850.0,3.0,110.0,3
2633,Haralur Road,1225.0,2.0,67.38,2
2634,Haralur Road,1243.0,2.0,46.0,2
2635,Haralur Road,3400.0,5.0,240.0,4
2636,Haralur Road,1464.0,2.0,56.0,2
2637,Haralur Road,1230.0,2.0,78.0,2
2638,Haralur Road,1000.0,2.0,44.0,2
2639,Haralur Road,1300.0,2.0,79.0,2
2640,Haralur Road,1444.0,2.0,80.0,3
2641,Haralur Road,1088.0,2.0,68.0,2
2642,Haralur Road,1027.0,2.0,44.0,2
2644,Haralur Road,1225.0,2.0,70.0,2
2646,Haralur Road,1194.0,2.0,46.0,2
2647,Haralur Road,1830.0,3.0,101.0,3
2648,Haralur Road,1810.0,3.0,126.0,3
2649,Haralur Road,1464.0,2.0,56.0,2
2650,Haralur Road,1520.0,2.0,96.0,3
2651,Haralur Road,1300.0,2.0,75.0,2
2652,Haralur Road,2017.0,2.0,125.0,3
2653,Haralur Road,1243.0,2.0,46.0,2
2654,Haralur Road,1027.0,2.0,44.0,2
2655,Haralur Road,2805.0,5.0,160.0,4
2656,Haralur Road,1243.0,2.0,46.0,2
2657,Haralur Road,1027.0,2.0,44.0,2
2658,Haralur Road,2017.0,3.0,105.0,3
2659,Haralur Road,1243.0,2.0,46.0,2
2660,Haralur Road,1243.0,2.0,46.0,2
2661,Haralur Road,1520.0,2.0,90.0,3
2662,Haralur Road,1300.0,2.0,60.0,2
2663,Haralur Road,1985.0,3.0,130.0,3
2664,Haralur Road,1255.0,2.0,90.0,3
2665,Haralur Road,1056.0,2.0,60.0,2
2666,Haralur Road,1140.0,2.0,42.0,2
2667,Haralur Road,1245.0,2.0,62.0,2
2668,Haralur Road,1140.0,2.0,58.0,2
2669,Haralur Road,1140.0,2.0,42.0,2
2670,Haralur Road,1027.0,2.0,43.0,2
2671,Haralur Road,1194.0,2.0,47.0,2
2672,Haralur Road,1194.0,2.0,47.0,2
2673,Haralur Road,1560.0,3.0,90.0,3
2674,Haralur Road,1520.0,2.0,85.0,3
2675,Haralur Road,1243.0,2.0,45.0,2
2676,Haralur Road,1027.0,2.0,44.0,2
2677,Haralur Road,1194.0,2.0,46.0,2
2678,Haralur Road,1650.0,3.0,100.0,3
2679,Haralur Road,1580.0,3.0,73.0,3
2680,Haralur Road,1243.0,2.0,46.0,2
2681,Haralur Road,1194.0,2.0,47.0,2
2683,Haralur Road,1520.0,2.0,96.0,3
2684,Haralur Road,1510.0,3.0,83.05,3
2685,Haralur Road,1056.0,2.0,65.0,2
2686,Haralur Road,1810.0,3.0,100.0,3
2687,Haralur Road,1243.0,2.0,46.0,2
2688,Haralur Road,575.0,1.0,38.0,1
2689,Haralur Road,1194.0,2.0,46.0,2
2690,Haralur Road,1243.0,2.0,46.0,2
2691,Haralur Road,1194.0,2.0,46.0,2
2692,Haralur Road,1140.0,2.0,43.0,2
2693,Haralur Road,1850.0,3.0,120.0,3
2694,Haralur Road,1194.0,2.0,47.0,2
2695,Haralur Road,1194.0,2.0,47.0,2
2697,Haralur Road,1243.0,2.0,46.0,2
2698,Haralur Road,1710.0,3.0,85.0,3
2699,Haralur Road,1730.0,3.0,95.0,3
2700,Haralur Road,1243.0,2.0,46.0,2
2701,Haralur Road,1243.0,2.0,46.0,2
2702,Haralur Road,1243.0,2.0,46.0,2
2703,Haralur Road,1817.0,3.0,110.0,3
2704,Haralur Road,1225.0,2.0,77.0,2
2705,Haralur Road,1285.0,2.0,78.0,2
2706,Haralur Road,1225.0,2.0,67.48,2
2707,Haralur Road,1225.0,2.0,69.84,2
2708,Haralur Road,1200.0,2.0,46.0,2
2709,Haralur Road,1315.0,2.0,85.0,2
2710,Haralur Road,1976.0,3.0,92.0,3
2711,Haralur Road,1300.0,2.0,75.0,2
2712,Haralur Road,1309.0,2.0,82.0,2
2713,Haralur Road,1027.0,1.0,44.0,2
2714,Haralur Road,1243.0,2.0,46.0,2
2715,Haralur Road,1243.0,2.0,46.0,2
2716,Haralur Road,1140.0,2.0,43.0,2
2717,Haralur Road,1300.0,2.0,75.0,2
2718,Haralur Road,1243.0,2.0,46.0,2
2719,Haralur Road,1890.0,3.0,84.0,3
2720,Haralur Road,1230.0,2.0,67.65,2
2721,Haralur Road,1194.0,2.0,46.0,2
2722,Haralur Road,1092.0,2.0,44.0,2
2724,Haralur Road,1255.0,3.0,90.0,3
2725,Haralur Road,1735.0,3.0,97.0,3
2726,Haralur Road,1810.0,3.0,97.83,3
2727,Haralur Road,1200.0,2.0,46.0,2
2728,Haralur Road,1243.0,2.0,46.0,2
2729,Haralur Road,1810.0,3.0,112.0,3
2730,Harlur,1508.0,2.0,77.0,2
2731,Harlur,1752.12,3.0,135.0,3
2734,Harlur,1709.0,3.0,150.0,3
2735,Harlur,1174.0,2.0,69.0,2
2736,Harlur,1033.0,2.0,49.0,2
2737,Harlur,1197.0,2.0,84.0,2
2738,Harlur,1757.0,3.0,132.0,3
2739,Harlur,1174.0,2.0,76.0,2
2740,Harlur,1754.0,3.0,125.0,3
2741,Harlur,1290.0,2.0,85.0,2
2742,Harlur,1752.12,3.0,116.0,3
2743,Harlur,1754.0,3.0,135.0,3
2744,Harlur,1754.0,3.0,124.0,3
2745,Harlur,1152.0,2.0,69.0,2
2746,Harlur,1290.0,2.0,87.0,2
2747,Harlur,1749.0,3.0,115.0,3
2748,Harlur,3385.0,4.0,260.0,4
2749,Harlur,2240.0,5.0,155.0,3
2750,Harlur,1758.0,3.0,133.0,3
2752,Harlur,1197.0,2.0,79.0,2
2753,Harlur,1174.0,2.0,78.0,2
2756,Harlur,1197.0,2.0,79.0,2
2757,Harlur,1749.0,3.0,112.0,3
2758,Harlur,1174.0,2.0,75.0,2
2759,Harlur,1750.0,3.0,136.0,3
2760,Harlur,1620.0,3.0,110.0,3
2763,Harlur,1459.0,3.0,135.0,3
2764,Harlur,1762.0,3.0,133.0,3
2765,Harlur,1756.0,3.0,131.0,3
2766,Harlur,1755.0,3.0,130.0,3
2767,Harlur,1864.0,3.0,140.0,3
2768,Harlur,1331.0,2.0,88.0,2
2769,Harlur,1752.12,3.0,133.0,3
2770,Harlur,1133.0,2.0,55.0,2
2771,Harlur,1756.0,3.0,128.0,3
2772,Harlur,1749.0,3.0,120.0,3
2773,Harlur,1197.0,2.0,82.0,2
2774,Harlur,1303.0,2.0,90.0,2
2775,Harlur,1754.0,3.0,132.0,3
2776,Harlur,1174.0,2.0,75.0,2
2777,Harlur,1756.0,3.0,134.0,3
2778,Harlur,1197.0,2.0,78.0,2
2779,Harlur,1290.0,2.0,89.9,2
2780,Harlur,1386.0,2.0,85.0,2
2781,Harlur,1174.0,2.0,74.0,2
2782,Harlur,1174.0,2.0,78.0,2
2784,Harlur,1755.0,3.0,115.0,3
2785,Harlur,2569.0,4.0,175.0,4
2787,Harlur,1197.0,2.0,77.0,2
2788,Harlur,1752.12,3.0,125.0,3
2789,Harlur,2569.0,5.0,180.0,4
2790,Harlur,1225.0,2.0,56.0,2
2791,Harlur,1197.0,2.0,76.0,2
2793,Harlur,1197.0,2.0,75.0,2
2794,Harlur,1755.0,3.0,117.0,3
2795,Harlur,1197.0,2.0,79.9,2
2796,Harlur,936.0,2.0,45.0,2
2797,Harlur,2990.0,4.0,225.0,4
2798,Harlur,1370.0,2.0,88.0,2
2799,Harlur,1554.4581916360287,2.0,72.76,2
2800,Hebbal,1760.0,2.0,123.0,3
2801,Hebbal,1900.0,3.0,119.0,3
2802,Hebbal,1349.0,2.0,98.2,2
2803,Hebbal,2483.0,5.0,212.0,4
2804,Hebbal,1760.0,2.0,130.0,3
2805,Hebbal,2400.0,4.0,245.0,3
2806,Hebbal,3450.0,5.0,260.0,3
2807,Hebbal,1920.0,3.0,134.0,3
2808,Hebbal,1500.0,3.0,150.0,3
2809,Hebbal,1337.0,2.0,82.0,2
2810,Hebbal,1349.0,2.0,98.0,2
2811,Hebbal,1000.0,2.0,45.0,2
2812,Hebbal,2470.0,5.0,247.0,4
2813,Hebbal,1036.0,2.0,50.0,2
2814,Hebbal,3900.0,4.0,410.0,4
2817,Hebbal,1790.0,3.0,127.0,3
2819,Hebbal,1985.0,4.0,189.0,3
2820,Hebbal,2483.0,5.0,215.0,4
2821,Hebbal,1080.0,2.0,54.0,2
2822,Hebbal,1100.0,2.0,50.0,2
2823,Hebbal,812.0,2.0,55.0,2
2825,Hebbal,1075.0,2.0,52.0,2
2826,Hebbal,3067.0,4.0,230.0,4
2827,Hebbal,1040.0,2.0,50.0,2
2828,Hebbal,2526.0,2.0,250.0,3
2829,Hebbal,3067.0,4.0,230.0,4
2831,Hebbal,823.0,2.0,50.63,2
2832,Hebbal,1420.0,2.0,123.0,2
2834,Hebbal,3067.0,4.0,310.0,4
2835,Hebbal,1040.0,2.0,46.0,2
2836,Hebbal,1420.0,2.0,99.39,2
2837,Hebbal,4235.0,4.0,365.0,4
2838,Hebbal,1100.0,2.0,47.0,2
2839,Hebbal,1700.0,3.0,124.0,3
2840,Hebbal,4772.0,6.0,510.0,4
2841,Hebbal,3960.0,5.0,386.0,4
2843,Hebbal,1053.0,2.0,48.0,2
2844,Hebbal,1420.0,2.0,99.39,2
2846,Hebbal,1440.0,2.0,115.0,2
2847,Hebbal,1100.0,2.0,54.0,2
2849,Hebbal,2400.0,4.0,180.0,3
2851,Hebbal,1420.0,2.0,107.0,2
2852,Hebbal,1320.0,2.0,92.0,2
2853,Hebbal,919.0,2.0,49.0,2
2854,Hebbal,1645.0,3.0,135.0,3
2855,Hebbal,2080.0,3.0,175.0,3
2857,Hebbal,3895.0,4.0,405.0,4
2858,Hebbal,2483.0,5.0,230.0,4
2859,Hebbal,2600.0,3.0,195.0,3
2860,Hebbal,1645.0,3.0,117.0,3
2861,Hebbal,1251.0,2.0,88.73,2
2862,Hebbal,1645.0,3.0,121.0,3
2863,Hebbal,1760.0,3.0,123.0,3
2865,Hebbal,3960.0,5.0,386.0,4
2866,Hebbal,1645.0,3.0,120.0,3
2867,Hebbal,1255.0,2.0,90.0,3
2868,Hebbal,1645.0,3.0,117.0,3
2871,Hebbal,1636.0,3.0,119.0,3
2872,Hebbal,1255.0,2.0,95.0,3
2876,Hebbal,1255.0,2.0,95.0,3
2877,Hebbal,1088.0,2.0,61.45,2
2878,Hebbal,1349.0,2.0,97.8,2
2880,Hebbal,1344.0,2.0,108.0,2
2881,Hebbal,1255.0,2.0,90.0,3
2883,Hebbal,1138.0,2.0,110.0,2
2884,Hebbal,2790.0,5.0,204.0,4
2885,Hebbal,1250.0,2.0,55.55,2
2886,Hebbal,1088.0,2.0,62.0,2
2887,Hebbal,1987.0,4.0,165.0,3
2889,Hebbal,1299.0,2.0,100.0,2
2890,Hebbal,1200.0,2.0,60.0,2
2891,Hebbal,1645.0,3.0,117.0,3
2892,Hebbal,1390.0,2.0,95.0,2
2893,Hebbal,1333.0,2.0,100.0,2
2895,Hebbal,2650.0,4.0,199.0,3
2896,Hebbal,3450.0,5.0,348.0,3
2897,Hebbal,1800.0,3.0,140.0,3
2899,Hebbal,2470.0,4.0,203.0,4
2900,Hebbal,1200.0,2.0,52.0,2
2901,Hebbal,3900.0,4.0,410.0,4
2902,Hebbal,1255.0,2.0,95.0,3
2903,Hebbal,1333.0,2.0,104.0,2
2904,Hebbal,1645.0,3.0,117.0,3
2905,Hebbal,2600.0,3.0,199.0,3
2906,Hebbal,1345.0,2.0,97.0,2
2908,Hebbal,1200.0,2.0,52.0,2
2909,Hebbal,985.0,2.0,62.0,2
2910,Hebbal,1320.0,2.0,91.0,2
2911,Hebbal,2388.0,3.0,195.0,3
2912,Hebbal,1040.0,2.0,55.0,2
2914,Hebbal,1150.0,2.0,55.0,2
2915,Hebbal,2600.0,3.0,195.0,3
2916,Hebbal,1075.0,2.0,52.0,2
2918,Hebbal,3895.0,3.0,390.0,3
2919,Hebbal,1645.0,3.0,113.0,3
2920,Hebbal,1175.0,2.0,54.05,2
2922,Hebbal,1420.0,2.0,99.39,2
2924,Hebbal,3520.0,5.0,320.0,3
2925,Hebbal,1162.0,2.0,69.0,2
2926,Hebbal,1100.0,2.0,60.0,2
2927,Hebbal,4235.0,5.0,364.0,4
2928,Hebbal,1299.0,2.0,97.0,2
2930,Hebbal,2470.0,5.0,192.0,4
2931,Hebbal,1645.0,3.0,117.0,3
2932,Hebbal,1920.0,3.0,134.0,3
2933,Hebbal,4450.0,6.0,449.0,4
2934,Hebbal,3520.0,5.0,240.0,3
2935,Hebbal,1920.0,3.0,150.0,3
2936,Hebbal,2375.0,4.0,189.0,4
2937,Hebbal,1420.0,2.0,99.26,2
2938,Hebbal,1252.0,2.0,92.0,2
2940,Hebbal,1162.0,2.0,59.0,2
2941,Hebbal,1294.0,2.0,115.0,2
2942,Hebbal,1150.0,2.0,57.0,2
2943,Hebbal,1740.0,2.0,137.0,3
2945,Hebbal,3895.0,3.0,390.0,3
2946,Hebbal,1662.0,3.0,155.0,3
2947,Hebbal,2250.0,3.0,219.0,3
2948,Hebbal,1349.0,2.0,98.0,2
2949,Hebbal,4000.0,6.0,370.0,4
2950,Hebbal,1349.0,2.0,96.8,2
2951,Hebbal Kempapura,1700.0,3.0,155.0,3
2952,Hebbal Kempapura,1800.0,3.0,175.0,3
2953,Hebbal Kempapura,2900.0,4.0,300.0,3
2954,Hebbal Kempapura,3522.0,3.0,380.0,3
2955,Hebbal Kempapura,2280.0,5.0,200.0,5
2956,Hebbal Kempapura,1200.0,2.0,125.0,2
2957,Hebbal Kempapura,2900.0,4.0,240.0,3
2959,Hebbal Kempapura,1300.0,2.0,102.0,2
2960,Hebbal Kempapura,1466.0,2.0,140.0,3
2962,Hebbal Kempapura,1725.0,2.0,165.0,3
2963,Hebbal Kempapura,1200.0,3.0,125.0,3
2964,Hebbal Kempapura,3408.0,3.0,260.0,3
2965,Hebbal Kempapura,1485.0,3.0,132.0,2
2966,Hebbal Kempapura,1400.0,2.0,108.0,2
2967,Hebbal Kempapura,1800.0,3.0,150.0,3
2968,Hebbal Kempapura,2400.0,5.0,200.0,5
2969,Hebbal Kempapura,2800.0,5.0,220.0,5
2970,Hebbal Kempapura,1785.0,3.0,165.0,3
2971,Hebbal Kempapura,3729.0,4.0,384.0,4
2972,Hebbal Kempapura,1600.0,3.0,170.0,3
2973,Hebbal Kempapura,1730.0,3.0,175.0,3
2975,Hegde Nagar,1569.0,3.0,101.0,3
2976,Hegde Nagar,3000.0,7.0,210.0,6
2977,Hegde Nagar,2026.0,3.0,132.0,3
2978,Hegde Nagar,1801.0,3.0,115.0,3
2979,Hegde Nagar,1050.0,1.0,56.0,2
2980,Hegde Nagar,1341.0,2.0,97.0,2
2981,Hegde Nagar,2112.95,4.0,145.0,3
2982,Hegde Nagar,1200.0,4.0,83.0,4
2983,Hegde Nagar,1703.0,3.0,113.0,3
2984,Hegde Nagar,1570.0,3.0,105.0,3
2985,Hegde Nagar,1801.0,3.0,140.0,3
2986,Hegde Nagar,1584.01,3.0,103.0,3
2987,Hegde Nagar,1965.0,4.0,125.0,3
2988,Hegde Nagar,1200.0,2.0,75.0,2
2989,Hegde Nagar,1847.0,3.0,135.0,3
2990,Hegde Nagar,1965.0,4.0,132.0,3
2991,Hegde Nagar,1703.0,3.0,125.0,3
2992,Hegde Nagar,1847.0,3.0,125.0,3
2993,Hegde Nagar,2144.6,4.0,145.0,3
2994,Hegde Nagar,1718.0,3.0,119.0,3
2995,Hegde Nagar,1847.0,3.0,123.0,3
2996,Hegde Nagar,1340.0,2.0,72.0,2
2997,Hegde Nagar,2087.01,3.0,115.0,3
2998,Hegde Nagar,1703.0,3.0,130.0,3
2999,Hegde Nagar,2087.01,4.0,135.0,3
3000,Hegde Nagar,1718.0,3.0,130.0,3
3001,Hegde Nagar,1884.0,4.0,118.0,3
3002,Hegde Nagar,1930.0,4.0,122.0,3
3003,Hegde Nagar,1584.01,3.0,104.0,3
3004,Hegde Nagar,1168.0,2.0,68.0,3
3005,Hegde Nagar,2162.03,4.0,129.0,3
3006,Hegde Nagar,2087.01,4.0,160.0,3
3007,Hegde Nagar,1000.0,2.0,66.0,2
3008,Hegde Nagar,1348.0,2.0,80.5,3
3009,Hennur,1075.0,2.0,52.0,2
3010,Hennur,1255.0,2.0,52.32,2
3011,Hennur,1225.0,2.0,57.0,2
3012,Hennur,1255.0,2.0,57.5,2
3013,Hennur,1259.0,2.0,57.0,2
3014,Hennur,1255.0,2.0,53.5,2
3015,Hennur,1285.0,2.0,60.0,2
3016,Hennur,1285.0,2.0,60.0,2
3017,Hennur,1100.0,2.0,60.0,2
3018,Hennur,1231.0,2.0,48.0,2
3019,Hennur,1255.0,2.0,58.0,2
3020,Hennur,1040.0,2.0,42.12,2
3021,Hennur,1255.0,2.0,54.5,2
3022,Hennur,1041.0,2.0,40.6,2
3024,Hennur,1255.0,2.0,55.5,2
3026,Hennur,1231.0,2.0,50.0,2
3027,Hennur,2500.0,5.0,125.0,5
3028,Hennur,1160.0,2.0,49.0,2
3029,Hennur,2400.0,3.0,135.0,3
3030,Hennur,1255.0,2.0,53.5,2
3031,Hennur,1255.0,2.0,55.5,2
3032,Hennur,1100.0,2.0,44.55,2
3033,Hennur,1255.0,2.0,57.5,2
3034,Hennur,960.0,2.0,48.0,2
3035,Hennur,1020.0,2.0,48.0,2
3036,Hennur,1255.0,2.0,52.32,2
3037,Hennur,1295.0,2.0,64.0,2
3038,Hennur,1935.0,3.0,102.0,3
3040,Hennur,1345.0,2.0,69.0,3
3041,Hennur,1255.0,2.0,58.0,2
3042,Hennur,1420.0,2.0,62.0,2
3043,Hennur,1155.0,2.0,54.5,2
3044,Hennur,1255.0,2.0,52.32,2
3045,Hennur,1255.0,2.0,52.35,2
3047,Hennur,1255.0,2.0,54.5,2
3048,Hennur,1830.0,2.0,113.0,3
3049,Hennur,1554.4581916360287,3.0,84.205,3
3050,Hennur,1255.0,2.0,55.5,2
3051,Hennur,1255.0,2.0,53.57,2
3052,Hennur,1255.0,2.0,56.5,2
3053,Hennur,1050.0,2.0,42.73,2
3054,Hennur,1295.0,2.0,62.0,2
3055,Hennur Road,2089.0,3.0,140.0,3
3056,Hennur Road,5000.0,8.0,250.0,8
3057,Hennur Road,1385.0,2.0,83.09,2
3058,Hennur Road,1554.4581916360287,2.0,63.77,2
3060,Hennur Road,2264.0,3.0,159.0,3
3061,Hennur Road,1157.0,2.0,84.0,2
3062,Hennur Road,1904.0,3.0,120.0,3
3063,Hennur Road,1891.0,3.0,109.0,3
3064,Hennur Road,1561.0,3.0,95.0,3
3066,Hennur Road,2060.0,3.0,149.0,3
3067,Hennur Road,1482.0,2.0,92.0,3
3068,Hennur Road,1232.0,2.0,89.0,2
3069,Hennur Road,1065.0,2.0,42.6,2
3071,Hennur Road,1482.0,2.0,87.0,3
3072,Hennur Road,1891.0,3.0,139.0,3
3073,Hennur Road,1703.0,3.0,101.0,3
3074,Hennur Road,1232.0,2.0,69.61,2
3075,Hennur Road,987.0,2.0,49.0,2
3076,Hennur Road,1804.0,3.0,102.0,3
3077,Hennur Road,2160.0,3.0,160.0,3
3079,Hennur Road,1680.0,3.0,99.27,3
3080,Hennur Road,1065.0,2.0,42.6,2
3081,Hennur Road,1385.0,2.0,83.09,2
3083,Hennur Road,2350.0,3.0,174.0,3
3084,Hennur Road,1586.0,3.0,93.94,3
3085,Hennur Road,1975.0,3.0,123.0,3
3086,Hennur Road,1290.0,2.0,94.5,3
3087,Hennur Road,901.0,2.0,49.5,2
3088,Hennur Road,1445.0,3.0,86.56,3
3089,Hennur Road,1482.0,2.0,97.0,3
3090,Hennur Road,1182.0,2.0,82.5,2
3092,Hennur Road,1036.0,2.0,59.46,2
3093,Hennur Road,1891.0,3.0,109.0,3
3094,Hennur Road,1232.0,2.0,69.61,2
3095,Hennur Road,1804.0,3.0,102.0,3
3096,Hennur Road,2320.0,3.0,170.0,3
3097,Hennur Road,1936.0,3.0,118.0,3
3098,Hennur Road,1480.0,2.0,65.0,2
3099,Hennur Road,1590.0,3.0,96.5,3
3100,Hennur Road,1445.0,2.0,105.0,3
3101,Hennur Road,1036.0,2.0,59.45,2
3102,Hennur Road,1832.0,3.0,125.0,3
3103,Hennur Road,1359.0,2.0,104.0,2
3104,Hennur Road,1341.0,2.0,75.76,2
3105,Hennur Road,1040.0,2.0,50.0,2
3107,Hennur Road,1414.0,2.0,84.18,2
3108,Hennur Road,1949.0,3.0,133.0,3
3109,Hennur Road,1232.0,2.0,89.0,2
3110,Hennur Road,1250.0,2.0,77.88,3
3111,Hennur Road,2502.0,4.0,180.0,4
3112,Hennur Road,1831.0,3.0,110.0,3
3113,Hennur Road,1232.0,2.0,87.0,2
3114,Hennur Road,1232.0,2.0,74.0,2
3115,Hennur Road,1232.0,2.0,66.0,2
3116,Hennur Road,1341.0,2.0,95.0,2
3118,Hennur Road,1232.0,2.0,88.0,2
3119,Hennur Road,2365.0,4.0,175.0,3
3120,Hennur Road,1310.0,2.0,66.0,2
3122,Hennur Road,1015.0,2.0,50.0,2
